Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
C	D	618	"""You don't like us colored folks, what the he'll you're not colored you white fucks""	N	N	Y	N
B	D	617	"""You can take someone out of the ghetto, but you can't take the ghetto out of them. ""	N	Y	N	N
D	D	617	"""You can take someone out of the ghetto, but you can't take the ghetto out of them. ""	Y	N	N	Y
F	D	617	"""You can take someone out of the ghetto, but you can't take the ghetto out of them. ""	Y	Y	N	N
A	M	616	On one night we were stoned and playing video games and this is weeks after that studio session we had, we noticed the card on his is desk and thought lets check him out and so we did and he was hilariously horrible and ridiculed him which turned him into an inside joke, now seeing as his ex gf is deeply involved with this person now, she got wind of the mocking when her female told her she over heard us laughing about him when she chilled with us one day...	N	N	Y	N
B	M	616	On one night we were stoned and playing video games and this is weeks after that studio session we had, we noticed the card on his is desk and thought lets check him out and so we did and he was hilariously horrible and ridiculed him which turned him into an inside joke, now seeing as his ex gf is deeply involved with this person now, she got wind of the mocking when her female told her she over heard us laughing about him when she chilled with us one day...	N	N	Y	N
D	M	616	On one night we were stoned and playing video games and this is weeks after that studio session we had, we noticed the card on his is desk and thought lets check him out and so we did and he was hilariously horrible and ridiculed him which turned him into an inside joke, now seeing as his ex gf is deeply involved with this person now, she got wind of the mocking when her female told her she over heard us laughing about him when she chilled with us one day...				
A	M	615	Wouldn't a Captian Save a Hoe involve a hoe? That girl wasn't promiscuous, she was just a overgrown childish, narcissistic junkie. Or maybe that term can apply just about any female a man saves in the same way people say bitches these days they are referring to women in general.	Y	Y	Y	N
B	M	615	Wouldn't a Captian Save a Hoe involve a hoe? That girl wasn't promiscuous, she was just a overgrown childish, narcissistic junkie. Or maybe that term can apply just about any female a man saves in the same way people say bitches these days they are referring to women in general.	Y	Y	Y	N
D	M	615	Wouldn't a Captian Save a Hoe involve a hoe? That girl wasn't promiscuous, she was just a overgrown childish, narcissistic junkie. Or maybe that term can apply just about any female a man saves in the same way people say bitches these days they are referring to women in general.	Y	Y	Y	N
A	M	614	I totally agree, I sent one female to Florida. I never will relapse to Peter Pan or ever become a Capt. Save a Hoe again, stayed sober for over 15 yrs. and going strong. Great video.	N	Y	Y	N
B	M	614	I totally agree, I sent one female to Florida. I never will relapse to Peter Pan or ever become a Capt. Save a Hoe again, stayed sober for over 15 yrs. and going strong. Great video.	N	Y	Y	N
D	M	614	I totally agree, I sent one female to Florida. I never will relapse to Peter Pan or ever become a Capt. Save a Hoe again, stayed sober for over 15 yrs. and going strong. Great video.	N	N	Y	N
A	M	613	So you seem to acknowledge that female will naturally seek to manipulate.	Y	N	Y	N
B	M	613	So you seem to acknowledge that female will naturally seek to manipulate.	Y	N	Y	N
D	M	613	So you seem to acknowledge that female will naturally seek to manipulate.	Y	N	Y	Y
B	D	608	"Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"	N	N	N	N
F	D	608	"Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;"	N	Y	N	N
A	D	607	"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
B	D	607	"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
D	D	607	"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
A	D	607	"YAH" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
B	D	607	"YAH" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
C	D	607	"YAH" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....	N	N	N	N
A	M	603	To find even one female who respects me as a human being, all the hard work I've put into being a decent one 	N	N	Y	N
B	M	603	To find even one female who respects me as a human being, all the hard work I've put into being a decent one 	N	N	Y	N
D	M	603	To find even one female who respects me as a human being, all the hard work I've put into being a decent one 	Y	N	Y	N
A	D	598	"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	Y	N
C	D	598	"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N
E	D	598	"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N
C	D	598	"Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N
E	D	598	"Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N
F	D	598	"Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an	Y	Y	N	N
D	D	597	"Who the fuck you callin jiggaboo, nigga?!"	Y	Y	N	N
D	D	597	"Who the fuck you callin jiggaboo, nigga?!"	Y	Y	N	N
E	D	597	"Who the fuck you callin jiggaboo, nigga?!"	N	Y	N	N
F	D	597	"Who the fuck you callin jiggaboo, nigga?!"	Y	Y	N	N
A	D	594	Well bitch, biology said... &#128514;&#128514;&#128514;	N	Y	Y	N
B	D	594	Well bitch, biology said... &#128514;&#128514;&#128514;	N	Y	Y	N
D	D	594	Well bitch, biology said... &#128514;&#128514;&#128514;	N	Y	N	N
A	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	Y	N
B	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	Y	N
C	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	N	N
D	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	N	Y
E	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	N	Y
F	D	591	"We hate niggers, we hate faggots and we hate spics"-kkk rally	Y	Y	N	Y
A	D	585	"U got my 200K bitch nigga"--Al Haymon to Antonio Tarver	N	Y	Y	N
B	D	585	"U got my 200K bitch nigga"--Al Haymon to Antonio Tarver	N	Y	Y	N
D	D	585	"U got my 200K bitch nigga"--Al Haymon to Antonio Tarver	N	Y	N	N
A	D	584	"Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr"  - Robert Frost Giant	N	N	N	N
D	D	584	"Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr"  - Robert Frost Giant	N	N	N	N
E	D	584	"Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr"  - Robert Frost Giant	N	N	N	N
A	D	580	"This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet."-@EricaNadine26	N	N	N	N
C	D	580	"This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet."-@EricaNadine26	N	N	N	N
E	D	580	"This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet."-@EricaNadine26	N	N	N	N
A	D	577	"They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"	N	N	N	N
D	D	577	"They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"	N	N	N	N
E	D	577	"They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch"	N	N	N	N
B	D	574	"These sour apple bitter bitches, I'm not fuckin wit em"	Y	Y	N	N
C	D	574	"These sour apple bitter bitches, I'm not fuckin wit em"	Y	Y	N	N
F	D	574	"These sour apple bitter bitches, I'm not fuckin wit em"	Y	Y	N	Y
B	D	571	"The water isn't yellow, I'm a healthy student"	N	N	N	N
F	D	571	"The water isn't yellow, I'm a healthy student"	N	N	N	N
A	D	570	"The devil grows inside the hearts of the selfish and wicked  White, brown, yellow and black color is not restricted"	N	N	N	N
B	D	570	"The devil grows inside the hearts of the selfish and wicked  White, brown, yellow and black color is not restricted"	N	N	N	N
D	D	570	"The devil grows inside the hearts of the selfish and wicked  White, brown, yellow and black color is not restricted"	N	N	N	N
A	M	566	Why every female swear I got all the females ?	N	N	Y	N
B	M	566	Why every female swear I got all the females ?	N	N	Y	N
D	M	566	Why every female swear I got all the females ?	N	N	Y	N
D	D	549	"""Our people "". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum.	Y	Y	N	Y
E	D	549	"""Our people "". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum.	Y	Y	N	Y
F	D	549	"""Our people "". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum.	Y	N	Y	Y
A	D	549	"Our people". Now is the time for the Aryan race 2 stand up and say "no more". Before the mongerls turn the world into a ghetto slum. 1488	Y	Y	Y	N
B	D	549	"Our people". Now is the time for the Aryan race 2 stand up and say "no more". Before the mongerls turn the world into a ghetto slum. 1488	Y	Y	Y	N
D	D	549	"Our people". Now is the time for the Aryan race 2 stand up and say "no more". Before the mongerls turn the world into a ghetto slum. 1488	Y	N	N	Y
B	D	546	"OVO" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;	N	N	N	N
E	D	546	"OVO" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;	N	N	N	N
F	D	546	"OVO" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;	N	Y	N	N
A	M	540	all females that I encounter are commanded to bow down to my Superior existence as a male.	Y	N	Y	N
B	M	540	all females that I encounter are commanded to bow down to my Superior existence as a male.	Y	N	Y	N
D	M	540	all females that I encounter are commanded to bow down to my Superior existence as a male.	Y	N	Y	Y
A	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	Y	Y	Y	N
A	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	Y	Y	Y	N
B	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	Y	Y	Y	N
C	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	N	Y	N	N
D	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	N	Y	N	N
D	D	535	"My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife" &#128563;	Y	Y	N	N
B	D	535	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
E	D	535	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
F	D	535	I may have done the whitest thing imaginable today . I never thought I would be this white woman.	N	N	N	N
C	D	535	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N
E	D	535	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	N
F	D	535	RT @BozTheKid: Not sexist, but some of these women act just plain stupid. 100s of years fighting for equality, and you're gonna play dumb? â€¦	Y	N	N	Y
A	M	530	Some females are so thirsty for attention, just sit back & let some shit come to you.	N	Y	Y	N
B	M	530	Some females are so thirsty for attention, just sit back & let some shit come to you.	N	Y	Y	N
D	M	530	Some females are so thirsty for attention, just sit back & let some shit come to you.	Y	N	Y	N
D	D	528	"Let's kill cracker babies!". WTF did I just hear???????? WOW.	N	Y	N	N
D	D	528	"Let's kill cracker babies!". WTF did I just hear???????? WOW.	N	Y	N	N
E	D	528	"Let's kill cracker babies!". WTF did I just hear???????? WOW.	Y	Y	N	N
F	D	528	"Let's kill cracker babies!". WTF did I just hear???????? WOW.	Y	Y	N	N
A	D	524	"Just follow the yellow brick twitter."	N	N	N	N
B	D	524	"Just follow the yellow brick twitter."	N	N	N	N
C	D	524	"Just follow the yellow brick twitter."	N	N	N	N
A	D	522	"It's the dykes" -hunter dyke with a dyke http://t.co/LGtw3AWMeh	Y	Y	Y	N
B	D	522	"It's the dykes" -hunter dyke with a dyke http://t.co/LGtw3AWMeh	Y	Y	Y	N
D	D	522	"It's the dykes" -hunter dyke with a dyke http://t.co/LGtw3AWMeh	Y	Y	N	N
C	M	503	Women like you are the reasons why many females aren't given the time of day and are still single in their 40s. 	Y	N	Y	N
E	M	503	Women like you are the reasons why many females aren't given the time of day and are still single in their 40s. 	Y	N	Y	Y
F	M	503	Women like you are the reasons why many females aren't given the time of day and are still single in their 40s. 	Y	N	Y	Y
C	M	495	but there are some exceptional females out there there are some women who have the looks, the body, they’re respectful, their finances are in order.	Y	N	Y	N
E	M	495	but there are some exceptional females out there there are some women who have the looks, the body, they’re respectful, their finances are in order.	N	N	Y	N
F	M	495	but there are some exceptional females out there there are some women who have the looks, the body, they’re respectful, their finances are in order.	N	N	Y	N
C	M	489	Okay, so...We are a bit derrogatory to most FEMALES, and we make jokes (myself, and my male friends) about women who over react being on the rag, which pisses most women off...and females is used in my group of friends to describe women who freak out over nothing, and act like a damn animal because she's bleeding from her crotch, pregnant, or overly-needy....and this article is EXACTLY WHY.	Y	N	Y	N
E	M	489	Okay, so...We are a bit derrogatory to most FEMALES, and we make jokes (myself, and my male friends) about women who over react being on the rag, which pisses most women off...and females is used in my group of friends to describe women who freak out over nothing, and act like a damn animal because she's bleeding from her crotch, pregnant, or overly-needy....and this article is EXACTLY WHY.	Y	N	Y	Y
F	M	489	Okay, so...We are a bit derrogatory to most FEMALES, and we make jokes (myself, and my male friends) about women who over react being on the rag, which pisses most women off...and females is used in my group of friends to describe women who freak out over nothing, and act like a damn animal because she's bleeding from her crotch, pregnant, or overly-needy....and this article is EXACTLY WHY.	Y	N	Y	Y
B	M	487	I read so of the crap some people have wrote it reminds me of i certain group of people from germany in 1938 if there is a moden ss u sud joine it 2011 grow up i bet if your boss was gay u wud keep ya month shut this website is a hate site.	Y	N	N	N
C	M	487	I read so of the crap some people have wrote it reminds me of i certain group of people from germany in 1938 if there is a moden ss u sud joine it 2011 grow up i bet if your boss was gay u wud keep ya month shut this website is a hate site.	Y	N	N	N
F	M	487	I read so of the crap some people have wrote it reminds me of i certain group of people from germany in 1938 if there is a moden ss u sud joine it 2011 grow up i bet if your boss was gay u wud keep ya month shut this website is a hate site.				
D	D	474	"I am a thrill billy..with a hillbilly heart." -@billyraycyrus. HAHAHAHAHA Jesus Murphy!	N	N	N	N
D	D	474	"I am a thrill billy..with a hillbilly heart." -@billyraycyrus. HAHAHAHAHA Jesus Murphy!	N	N	N	N
E	D	474	"I am a thrill billy..with a hillbilly heart." -@billyraycyrus. HAHAHAHAHA Jesus Murphy!	N	N	N	N
F	D	474	"I am a thrill billy..with a hillbilly heart." -@billyraycyrus. HAHAHAHAHA Jesus Murphy!	N	N	N	N
C	M	473	Some females are sneaky and competitive ... they lowkey want a man with a girl so they can "Take him" lol	Y	N	Y	Y
E	M	473	Some females are sneaky and competitive ... they lowkey want a man with a girl so they can "Take him" lol	Y	N	Y	Y
F	M	473	Some females are sneaky and competitive ... they lowkey want a man with a girl so they can "Take him" lol	Y	N	Y	N
A	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	Y
A	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	Y	N	N	Y
B	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	Y
C	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N
C	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N
D	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N
D	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N
E	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	Y
F	D	468	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N
A	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	Y	N
A	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	Y	N
B	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	Y	N
B	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	Y	N
C	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	N	N
D	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	N	Y	N	N
D	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	N	Y	N	N
E	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	N	N
F	D	466	"Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger" - #shitmybosssays	Y	Y	N	N
A	D	464	"He wanna be my nigga, but I'm just trinna be his savings account &#128553;" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;	N	Y	Y	N
B	D	464	"He wanna be my nigga, but I'm just trinna be his savings account &#128553;" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;	N	Y	Y	N
D	D	464	"He wanna be my nigga, but I'm just trinna be his savings account &#128553;" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;	Y	Y	N	N
C	M	463	But some females (hoes) act like this already RT @girlposts: If girls acted like guys	Y	Y	Y	N
E	M	463	But some females (hoes) act like this already RT @girlposts: If girls acted like guys	Y	Y	Y	N
F	M	463	But some females (hoes) act like this already RT @girlposts: If girls acted like guys	Y	Y	Y	N
C	M	458	Get the fuck outta my country goddam illegals!	Y	N	Y	N
E	M	458	Get the fuck outta my country goddam illegals!	Y	N	Y	N
F	M	458	Get the fuck outta my country goddam illegals!	Y	N	Y	Y
C	D	455	"Generate ASCII boxes with NodeJS" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T	N	N	N	N
E	D	455	"Generate ASCII boxes with NodeJS" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T	N	N	N	N
F	D	455	"Generate ASCII boxes with NodeJS" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T	N	N	N	N
A	D	453	"Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich." http://t.co/Cgx3HNAK9A	N	Y	Y	N
B	D	453	"Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich." http://t.co/Cgx3HNAK9A	N	Y	Y	N
D	D	453	"Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich." http://t.co/Cgx3HNAK9A	N	Y	Y	N
A	D	443	"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."	Y	Y	Y	N
C	D	443	"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."	N	Y	N	N
D	D	443	"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."	N	Y	N	N
A	D	442	"Don't make me make you fall in live with a nigga like meee..." The birds 1&amp;2 are my favorite songs by Weeknd	N	Y	Y	N
B	D	442	"Don't make me make you fall in live with a nigga like meee..." The birds 1&amp;2 are my favorite songs by Weeknd	N	Y	Y	N
D	D	442	"Don't make me make you fall in live with a nigga like meee..." The birds 1&amp;2 are my favorite songs by Weeknd	N	Y	N	N
B	D	434	"Brownies for my brownie" I love this movie. &#128517;	N	Y	N	N
E	D	434	"Brownies for my brownie" I love this movie. &#128517;	N	N	N	N
F	D	434	"Brownies for my brownie" I love this movie. &#128517;	N	Y	N	N
A	D	424	"A NO BRAINER"  But as soon as this bitch gets rich in political power, her views will change!  POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;	Y	Y	Y	N
C	D	424	"A NO BRAINER"  But as soon as this bitch gets rich in political power, her views will change!  POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;	Y	Y	N	N
D	D	424	"A NO BRAINER"  But as soon as this bitch gets rich in political power, her views will change!  POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;	Y	Y	N	N
B	M	424	I can tell you that every gay that I know is a pervert.	Y	Y	N	N
C	M	424	I can tell you that every gay that I know is a pervert.	Y	N	Y	N
F	M	424	I can tell you that every gay that I know is a pervert.	Y	N	Y	Y
B	M	423	Speaking your mind is not bigotry, if that were the case then every gay who has posted here about societies un-willingness to accept their deviant behavior would also be considered bigots.	Y	N	Y	N
C	M	423	Speaking your mind is not bigotry, if that were the case then every gay who has posted here about societies un-willingness to accept their deviant behavior would also be considered bigots.	Y	N	Y	N
F	M	423	Speaking your mind is not bigotry, if that were the case then every gay who has posted here about societies un-willingness to accept their deviant behavior would also be considered bigots.	Y	N	Y	Y
A	M	406	And yet I’m one of your beloved POORS….	N	N	Y	N
B	M	406	And yet I’m one of your beloved POORS….	N	N	Y	N
C	M	406	And yet I’m one of your beloved POORS….	Y	N	Y	N
D	M	406	And yet I’m one of your beloved POORS….	N	N	Y	N
E	M	406	And yet I’m one of your beloved POORS….	N	N	Y	N
F	M	406	And yet I’m one of your beloved POORS….	Y	N	Y	N
B	M	405	IT WILL HAVE POORS IN IT! FUCK THEM.	Y	N	Y	N
D	M	405	IT WILL HAVE POORS IN IT! FUCK THEM.	Y	N	Y	N
F	M	405	IT WILL HAVE POORS IN IT! FUCK THEM.	Y	N	Y	Y
A	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	Y	Y	N
B	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	N	Y	N
C	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	N	Y	N
D	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	N	Y	Y
E	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	N	Y	N
F	M	404	If you can eat, SHUT THE FUCK UP, it's a good day for you. POORS ARE WORTHLESS. POORS COST US MONEY.	Y	N	Y	Y
A	M	403	As for me, 100% wrong, but clearly I’m not one of the GRATEFUL POORS this diary is concerned with, so I’m done.	N	N	Y	N
C	M	403	As for me, 100% wrong, but clearly I’m not one of the GRATEFUL POORS this diary is concerned with, so I’m done.	N	N	Y	N
E	M	403	As for me, 100% wrong, but clearly I’m not one of the GRATEFUL POORS this diary is concerned with, so I’m done.	N	N	Y	N
A	M	402	Black poors, foreign poors, abused poors, female poors, gay poors, but don't be a tranny poor. They don't rate yet. (sick, isn't it?)	Y	Y	Y	Y
C	M	402	Black poors, foreign poors, abused poors, female poors, gay poors, but don't be a tranny poor. They don't rate yet. (sick, isn't it?)	Y	Y	Y	N
E	M	402	Black poors, foreign poors, abused poors, female poors, gay poors, but don't be a tranny poor. They don't rate yet. (sick, isn't it?)	N	N	Y	N
A	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	Y	N	Y
B	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	Y	N	N
C	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	N	Y	N
D	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	N	N	Y
E	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	N	N	N
F	M	401	Because if you don't somehow get yours, that means you were never worth jack shit and everyone knows it, so FUCK YOU DESERVE TO BE POOR!	Y	N	N	Y
B	M	400	Economy size human for poors	Y	N	Y	N
D	M	400	Economy size human for poors	Y	N	Y	Y
F	M	400	Economy size human for poors	Y	N	Y	N
B	M	399	My cock is hard for deaed poors	Y	N	Y	N
D	M	399	My cock is hard for deaed poors	Y	N	Y	N
F	M	399	My cock is hard for deaed poors	Y	N	Y	N
A	D	398	"""@snoleezey801: I don't ever expose females like that.. That's childish.. "" bitch nigga shiiii..... "	N	Y	Y	N
B	D	398	"""@snoleezey801: I don't ever expose females like that.. That's childish.. "" bitch nigga shiiii..... "	Y	Y	Y	N
D	D	398	"""@snoleezey801: I don't ever expose females like that.. That's childish.. "" bitch nigga shiiii..... "	N	N	Y	N
A	M	398	Fuck the poors	Y	Y	Y	N
D	M	398	Fuck the poors	Y	N	Y	N
E	M	398	Fuck the poors	N	N	Y	N
A	M	397	Could it be fuck the poors?	Y	Y	Y	N
D	M	397	Could it be fuck the poors?	Y	N	Y	N
E	M	397	Could it be fuck the poors?	N	N	Y	N
A	M	396	You got it, fuck the poors. And they see this! People aren't stupid.	Y	Y	Y	N
D	M	396	You got it, fuck the poors. And they see this! People aren't stupid.	Y	N	Y	N
E	M	396	You got it, fuck the poors. And they see this! People aren't stupid.	N	N	Y	N
A	M	395	Major League regression, because fuck the poors.	Y	Y	Y	N
D	M	395	Major League regression, because fuck the poors.	Y	N	Y	Y
E	M	395	Major League regression, because fuck the poors.	N	N	Y	N
A	M	394	Fuck the poors, unless reasons. People must have some basis for economic trouble, or we say blame them, not different from the right.	Y	Y	Y	N
D	M	394	Fuck the poors, unless reasons. People must have some basis for economic trouble, or we say blame them, not different from the right.	Y	N	Y	N
E	M	394	Fuck the poors, unless reasons. People must have some basis for economic trouble, or we say blame them, not different from the right.	N	N	Y	N
A	M	393	So who are the poors you’re yelling about f**cking?	Y	Y	Y	N
D	M	393	So who are the poors you’re yelling about f**cking?	N	N	Y	N
E	M	393	So who are the poors you’re yelling about f**cking?	N	N	Y	N
A	M	392	Fuck the poors, they can blame themselves!	Y	Y	Y	Y
D	M	392	Fuck the poors, they can blame themselves!	Y	N	Y	N
E	M	392	Fuck the poors, they can blame themselves!	N	N	Y	N
A	M	392	THOSE FUCKING POORS TOOK FROM US!	Y	Y	Y	N
C	M	392	THOSE FUCKING POORS TOOK FROM US!	Y	N	Y	N
D	M	392	THOSE FUCKING POORS TOOK FROM US!	Y	N	Y	Y
A	M	391	More people dropped off over TPP, which its straight up, fuck the poors.	Y	Y	Y	N
D	M	391	More people dropped off over TPP, which its straight up, fuck the poors.	Y	N	Y	Y
E	M	391	More people dropped off over TPP, which its straight up, fuck the poors.	Y	N	Y	N
A	M	390	HUMANS CAN GO TO MARS! (and you bet your ass that means LEAVE THOSE FUCKING POORS ON EARTH too) SOFTWARE CAN CHANGE THE WORLD, but it can't feed a family.	Y	Y	Y	N
C	M	390	HUMANS CAN GO TO MARS! (and you bet your ass that means LEAVE THOSE FUCKING POORS ON EARTH too) SOFTWARE CAN CHANGE THE WORLD, but it can't feed a family.	Y	N	Y	N
